statement,label
The chimpanzee is a mammal.,1
The seagull uses swimming for locomotion.,0
The rat is a mammal.,1
The hedgehog is a mammal.,1
The otter has a habitat of forest.,0
"The tiger is known for its agility and ability to kill venomous snakes, and has a thick coat to protect against bites.",0
The dolphin uses swimming for locomotion.,1
"The panda primarily eats bamboo, has a pseudo-thumb for grasping, and is a symbol for wildlife conservation.",1
The cat is a mammal.,1
The parrot has a habitat of coastal.,0
The tarantula has a habitat of urban/old-world habitats.,0
The bison uses walking/swimming for locomotion.,0
The hyena is a mammal.,1
"The lion has antlers that are shed and regrown annually, and is a good swimmer.",0
"The penguin has a hard, bony armor for protection and can curl into a ball to defend itself.",0
The otter has long ears for detecting predators and strong hind legs for escaping.,0
The slug lacks a shell and secretes a slimy mucus for protection and locomotion.,1
The hummingbird has a diet of nectar.,1
"Human uses for swan include tourism, ornamental displays.",1
"Human uses for cassowary include pets, research, conservation.",0
"Human uses for tiger include conservation, research, zoos.",1
"Human uses for rhinoceros include work, tourism, conservation.",0
The panda has a habitat of mountain bamboo forest.,1
The porcupine has a habitat of marine.,0
The whale has a habitat of various.,0
The mongoose has a diet of herbivore.,0
The gecko has a habitat of forest.,0
"Human uses for moose include research, conservation.",0
"The alpaca has thick, luxurious wool and is a smaller relative of the llama.",1
The gecko has the atomic number of crustacean.,0
The ostrich is a bird.,1
The horse has strong hind legs for powerful jumps and kicks.,1
The rhinoceros has a habitat of marine.,0
The deer has a diet of herbivore.,1
The axolotl has a diet of herbivore.,0
"Human uses for chimpanzee include tourism, zoos, meat.",0
The iguana has a habitat of coastal.,0
The bat has a habitat of various.,1
The snake is a reptile.,1
"The iguana has a long, whip-like tail for defense and can change color to regulate body temperature.",1
The shark has the atomic number of mammal.,0
The crocodile has a diet of  carnivore.,1
"The cassowary has large, wing-like pectoral fins and filter-feeds on plankton with its wide mouth.",0
"The hippopotamus spends most of its day in water and has a barrel-shaped body with large, sharp teeth for defense.",1
The iguana has a diet of carnivore.,0
The frog uses walking for locomotion.,0
"The horse has a hard, bony armor for protection and can curl into a ball to defend itself.",0
"The swan has a long, graceful neck and is known for its beauty and aggressive behavior when defending its territory.",1
The iguana is a reptile.,1
The hummingbird uses swimming for locomotion.,0
The giant anteater has a habitat of grassland/forest.,1
The beaver uses walking for locomotion.,0
The hyena has a diet of carnivore.,1
The beaver has the atomic number of bird.,0
"The hyena has distinctive black and white stripes, which may help deter flies and provide camouflage.",0
The swan has the atomic number of reptile.,0
The panda is a mammal.,1
"Human uses for iguana include conservation, research, zoos.",0
The vulture has a diet of carnivore.,1
The rat has a diet of herbivore.,0
The otter has a diet of carnivore.,1
The bee is a insect.,1
The manta ray has a habitat of marine.,1
Human uses for tuna include food.,1
The leopard has a habitat of marine.,0
The peacock has a habitat of forest/grassland.,1
The llama is a mammal.,1
The lobster has a habitat of various.,0
The elephant has a habitat of grassland.,0
The flamingo has the atomic number of mammal.,0
The tuna is a fish.,1
The polar bear has a diet of carnivore.,1
"The walrus has long tusks for fighting and digging, and thick blubber for insulation in cold water.",1
"Human uses for llama include pets, research, pest control.",0
"Human uses for chimpanzee include research, conservation, entertainment.",1
Human uses for jellyfish include pest control.,0
There are no specific human uses for rabbit.,0
The giant anteater uses swimming for locomotion.,0
The wolverine is a mammal.,1
The goldfish has a diet of omnivore.,1
"Human uses for frog include conservation, research, zoos.",0
The goldfish is a fish.,1
The alpaca has a diet of omnivore.,0
"The gazelle has slender legs for fast running and can perform high leaps, known as pronking.",1
"The sea turtle has a hard shell for protection and can live for over 100 years, returning to the same nesting beaches to lay eggs.",1
"Human uses for narwhal include research, conservation.",1
The cassowary has a habitat of marine.,0
"Human uses for peacock include pets, ornamental displays.",1
The zebra has the atomic number of fish.,0
The shark has a habitat of marine.,1
"Human uses for alpaca include pets, meat, fur.",0
"Human uses for ostrich include tourism, zoos, meat, feathers.",1
The hedgehog has a habitat of various.,1
The camel uses walking for locomotion.,1
"Human uses for tapir include conservation, research, zoos.",1
There are no specific human uses for whale.,0
The slug has a diet of herbivore.,1
The tiger uses walking for locomotion.,1
The ostrich is nocturnal and has large cheek pouches to store and transport food.,0
"Human uses for gecko include conservation, research, zoos.",0
The tiger has a diet of carnivore.,1
"The lobster has a hard exoskeleton, which it must molt to grow, and can live for over 50 years.",1
The pigeon has a strong homing instinct and has been used for communication and racing.,1
The squirrel can jump long distances and has a bushy tail for balance.,1
The eagle is a powerful bird of prey with keen eyesight and strong talons for catching prey.,1
The giraffe has a diet of carnivore.,0
The polar bear has the atomic number of fish.,0
The gorilla has a diet of herbivore.,1
"The flamingo has long legs for wading and a specialized beak for filter-feeding, and obtains its pink color from the carotenoids in its diet.",1
The elephant uses flying for locomotion.,0
"The bee has a distinctive spotted coat and is an excellent climber, often hauling prey into trees.",0
The octopus uses hopping for locomotion.,0
The moose has a diet of herbivore.,1
"Human uses for hamster include pets, research.",1
"The moose has thick, luxurious wool and is a smaller relative of the llama.",0
There are no specific human uses for dolphin.,0
"Human uses for hedgehog include pets, pest control.",1
There are no specific human uses for ostrich.,0
"The peacock has an extremely long neck, which enables it to reach leaves on tall trees.",0
The axolotl uses swimming/flying for locomotion.,0
The whale has the atomic number of fish.,0
The giraffe has a habitat of savanna.,1
The seagull has the atomic number of mammal.,0
The snake uses slithering for locomotion.,1
The jellyfish has a habitat of coastal.,0
The koala uses walking for locomotion.,1
There are no specific human uses for armadillo.,1
The rabbit has a diet of herbivore.,1
"The walrus has a hard exoskeleton, which it must molt to grow, and can live for over 50 years.",0
The hamster has a habitat of coastal.,0
The swan has a diet of omnivore.,0
"The seahorse has a unique upright posture, prehensile tail for grasping, and the male carries fertilized eggs in a brood pouch.",1
The gecko uses walking for locomotion.,0
The cassowary uses walking/swimming for locomotion.,0
The mongoose uses walking for locomotion.,1
The rat uses climbing for locomotion.,0
The shark has multiple rows of teeth that are continuously replaced throughout its life.,1
The chimpanzee shares over 98% of its dna with humans and can use tools and learn sign language.,1
"Human uses for penguin include tourism, zoos, meat.",0
The panda has a powerful bite and can go without food for long periods of time.,0
The penguin has a habitat of mountain.,0
The eagle uses flying for locomotion.,1
The rabbit has a habitat of grassland.,1
The dolphin has a diet of omnivore.,0
The bison is a mammal.,1
"The jellyfish has a gelatinous bell and stinging tentacles to capture prey, and some species are bioluminescent.",1
The koala has a diet of herbivore.,1
"The hummingbird has a distinctive spotted coat and is an excellent climber, often hauling prey into trees.",0
The bison has a diet of herbivore.,1
The narwhal uses jumping for locomotion.,0
The whale has a habitat of marine.,1
The dolphin has a habitat of marine.,1
The rabbit has a diet of carnivore.,0
The platypus is a mammal.,1
The cat has the atomic number of bird.,0
The hamster uses walking for locomotion.,1
The otter has a habitat of freshwater/marine.,1
"Human uses for pigeon include pets, research.",0
The zebra has a habitat of grassland.,1
The eagle has a habitat of various.,1
The hedgehog has a diet of insectivore.,1
The mongoose is a mammal.,1
The tortoise uses hopping for locomotion.,0
The wolverine has the atomic number of bird.,0
"Human uses for rat include pets, transport, wool.",0
"Human uses for raccoon include meat, milk, cheese, leather.",0
The cat has a habitat of domestic/urban.,1
"Human uses for koala include conservation, research, zoos.",1
"The cheetah is the fastest land animal, reaching speeds up to 60-70 mph.",1
"The manta ray has slender legs for fast running and can perform high leaps, known as pronking.",0
The vulture has a diet of insectivore.,0
The rhinoceros uses flying for locomotion.,0
The axolotl has a diet of carnivore.,1
The sea turtle has a diet of carnivore.,0
The vulture has a habitat of grassland.,0
The squirrel has the atomic number of bird.,0
The panda has a habitat of freshwater.,0
"Human uses for otter include research, conservation.",1
The bee has a habitat of various.,1
The lobster has the atomic number of mammal.,0
The cassowary has the atomic number of mammal.,0
The gorilla uses knuckle-walking for locomotion.,1
The polar bear has a diet of omnivore.,0
The gazelle has a diet of carnivore.,0
The hamster is a mammal.,1
The tiger has the atomic number of amphibian.,0
The rhinoceros has a diet of omnivore.,0
The narwhal has a habitat of arctic.,1
The dog has a habitat of domestic/urban.,1
There are no specific human uses for tortoise.,0
The manta ray uses swimming for locomotion.,1
The alpaca has the atomic number of bird.,0
There are no specific human uses for lobster.,0
The hamster is nocturnal and has large cheek pouches to store and transport food.,1
"Human uses for seagull include conservation, research, zoos.",0
The bee uses walking for locomotion.,0
The koala has the atomic number of fish.,0
"Human uses for vulture include work, tourism, conservation.",0
The kangaroo has a habitat of grasslands.,1
The wolverine has a habitat of forest.,0
The camel has a habitat of desert.,1
The lobster has a habitat of marine.,1
The panda uses wading for locomotion.,0
"The jellyfish has an extremely long neck, which enables it to reach leaves on tall trees.",0
"Human uses for octopus include tourism, research, conservation.",0
The otter uses swimming for locomotion.,1
The leopard has a habitat of forest/grassland.,1
The jellyfish is a cnidarian.,1
The rabbit uses hopping for locomotion.,1
The shark is a fish.,1
The goat uses walking for locomotion.,1
The hippopotamus has a habitat of freshwater.,1
The squirrel has a diet of omnivore.,0
The moose uses walking for locomotion.,1
The snake can unhinge its jaw to swallow large prey whole and some species have heat-sensing pits.,1
"Human uses for leopard include conservation, research, zoos.",1
"The skunk has a strong, foul-smelling spray for defense, which can be accurately aimed at predators.",1
"Human uses for rhinoceros include conservation, research, zoos.",1
The salmon has a habitat of savanna.,0
The bison has a habitat of grassland.,1
The hedgehog uses running for locomotion.,0
"Human uses for narwhal include transportation, meat, milk, wool.",0
"Human uses for goat include meat, milk, cheese, leather.",1
The gazelle is a mammal.,1
The iguana uses swimming for locomotion.,0
The ostrich has a habitat of forest.,0
The octopus has the atomic number of fish.,0
The dolphin is a mammal.,1
The tarantula has a habitat of various.,1
"Human uses for lion include pets, research, pest control.",0
"The shark has three hearts, nine brains, and can change color and texture for camouflage.",0
The peacock has a diet of omnivore.,1
The goat has a habitat of farmland.,1
The bat uses flying for locomotion.,1
The squirrel has a diet of herbivore.,1
The armadillo has a diet of herbivore.,0
The raccoon has dexterous front paws and a distinctive black mask on its face.,1
The peacock has a habitat of various.,0
The moose has a habitat of freshwater/marine.,0
"Human uses for seahorse include research, conservation.",1
"Human uses for cow include meat, dairy products.",1
The tortoise is a reptile.,1
The tarantula has a diet of carnivore.,0
The hyena has a habitat of grassland/savanna.,1
"Human uses for porcupine include research, conservation.",0
The slug has a habitat of various.,1
The chicken has a comb and wattles on its head for thermoregulation.,1
The leopard has the atomic number of bird.,0
The giraffe uses hopping for locomotion.,0
The bison has the atomic number of amphibian.,0
There are no specific human uses for pigeon.,1
The flamingo has a powerful bite and can go without food for long periods of time.,0
"Human uses for seahorse include conservation, research, zoos.",0
"Human uses for aardvark include research, entertainment, therapy.",0
The cheetah has a diet of carnivore.,1
The dog has the atomic number of bird.,0
The vulture uses jumping for locomotion.,0
The lion uses running for locomotion.,0
"The eagle is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw.",0
"Human uses for zebra include tourism, zoos.",1
The cat has a diet of carnivore.,1
The hedgehog uses walking for locomotion.,1
The seagull has a diet of omnivore.,1
The axolotl is a amphibian.,1
The goat has a diet of herbivore.,1
The hamster has the atomic number of fish.,0
There are no specific human uses for seagull.,1
The mongoose has a habitat of grassland.,0
The axolotl uses swimming for locomotion.,1
There are no specific human uses for cheetah.,0
The tortoise has the atomic number of cnidarian.,0
The cat uses running for locomotion.,0
The skunk uses flying for locomotion.,0
The skunk has a diet of herbivore.,0
The cow has a habitat of farmland.,1
The rabbit uses running for locomotion.,0
The penguin uses swimming for locomotion.,0
The llama uses flying for locomotion.,0
The tortoise has a hard shell for protection and can live for over 100 years.,1
The slug uses swimming for locomotion.,0
The narwhal has a diet of carnivore.,1
The iguana has the atomic number of bird.,0
The flamingo has a habitat of mountain bamboo forest.,0
The llama uses walking for locomotion.,1
The salmon has a diet of carnivore.,1
The eagle is a bird.,1
The tarantula has a diet of insectivore.,1
The seahorse has a diet of insectivore.,0
There are no specific human uses for hummingbird.,1
The hippopotamus is a mammal.,1
"The koala has thick, luxurious wool and is a smaller relative of the llama.",0
The vulture is flightless and has adapted flippers for swimming.,0
The skunk has a habitat of arctic/subarctic.,0
The llama has a diet of insectivore.,0
The swan has a diet of herbivore.,1
The jellyfish has the atomic number of mammal.,0
The aardvark uses walking for locomotion.,1
Human uses for bat include pest control.,1
The tiger has a habitat of grassland.,0
"The frog is known for its agility and can climb steep terrain, and has a rectangular pupil.",0
"The beaver builds dams and lodges out of sticks and mud, and has large, strong teeth for cutting trees.",1
The giant anteater is a mammal.,1
"The axolotl exhibits neoteny, retaining larval features throughout its life, and has remarkable regenerative abilities.",1
The chicken has the atomic number of mammal.,0
The platypus has a diet of carnivore.,1
The raccoon has the atomic number of mollusk.,0
The octopus is a mollusk.,1
"Human uses for tarantula include pets, research.",1
The rhinoceros uses walking for locomotion.,1
The otter is a mammal.,1
"Human uses for manta ray include tourism, research.",1
The peacock uses running for locomotion.,0
"The giant anteater has a long, sticky tongue for capturing ants and termites, and a keen sense of smell to locate prey.",1
"Human uses for cat include pets, pest control.",1
"Human uses for beaver include fur, research.",1
The eagle has a diet of carnivore.,1
The gorilla has a habitat of savanna.,0
The walrus is a mammal.,1
The lion uses walking for locomotion.,1
The chimpanzee has a habitat of forest.,1
The cheetah uses running for locomotion.,1
The lion has a diet of omnivore.,0
The hummingbird has the atomic number of mammal.,0
Human uses for gorilla include food.,0
"The gorilla has a coat of sharp spines for protection, which it raises when threatened.",0
The beaver has a diet of carnivore.,0
There are no specific human uses for shark.,1
There are no specific human uses for slug.,1
"The zebra has distinctive black and white stripes, which may help deter flies and provide camouflage.",1
The giraffe has the atomic number of crustacean.,0
The dog has a diet of omnivore.,1
"Human uses for bee include conservation, research, zoos.",0
The parrot uses flying for locomotion.,1
"Human uses for flamingo include conservation, research, zoos.",0
The koala has a habitat of savanna.,0
"Human uses for bee include pollination, honey production.",1
"The moose is the largest deer species and has broad, flat antlers that are shed and regrown annually.",1
The hamster has a diet of omnivore.,1
The leopard has a diet of carnivore.,1
"Human uses for gorilla include conservation, research, zoos.",1
The frog has a habitat of forest/urban.,0
The tapir has a diet of herbivore.,1
The bat is the only mammal capable of sustained flight and uses echolocation to navigate.,1
The narwhal has the atomic number of bird.,0
The moose has a diet of omnivore.,0
The vulture is a bird.,1
The gecko uses climbing for locomotion.,1
"The hedgehog has thick, luxurious wool and is a smaller relative of the llama.",0
The llama has the atomic number of bird.,0
The giraffe has a diet of herbivore.,1
"Human uses for rat include pets, research, pest control.",1
There are no specific human uses for squirrel.,1
The leopard uses flying for locomotion.,0
The koala has a diet of carnivore.,0
The hamster uses drifting for locomotion.,0
The peacock has an iridescent tail with eye-like patterns used in courtship displays.,1
The dog is a mammal.,1
The hedgehog has the atomic number of bird.,0
The mongoose has a diet of carnivore.,1
The aardvark uses walking/swimming for locomotion.,0
The alpaca has webbed feet for swimming and can drink both fresh and saltwater.,0
The snake has the atomic number of fish.,0
The beaver uses swimming for locomotion.,1
The rhinoceros is a mammal.,1
The moose is a mammal.,1
The seagull has a diet of herbivore.,0
The chicken has a diet of omnivore.,1
The manta ray is a fish.,1
"Human uses for giraffe include pets, research.",0
The wolverine has a diet of carnivore.,1
The lobster has a diet of nectar.,0
"Human uses for bison include conservation, research, zoos.",0
The horse has a diet of herbivore.,1
The gazelle has a habitat of forest/grassland.,0
The gorilla has a diet of carnivore.,0
The gazelle has a habitat of grassland.,1
The tiger is a mammal.,1
The cat has a habitat of various.,0
The dog is flightless and has adapted flippers for swimming.,0
The panda uses walking for locomotion.,1
The shark has a habitat of urban/wild.,0
The narwhal has a diet of herbivore.,0
The vulture uses flying for locomotion.,1
"The octopus has three hearts, nine brains, and can change color and texture for camouflage.",1
"Human uses for panda include pets, research.",0
The otter uses walking for locomotion.,0
The ostrich has the atomic number of fish.,0
The bee has a habitat of urban/wild.,0
The gorilla is the largest primate and exhibits complex social behavior.,1
The porcupine has the atomic number of bird.,0
The dolphin uses walking for locomotion.,0
The eagle has a diet of herbivore.,0
The tapir has a diet of carnivore.,0
"The seahorse has a gelatinous bell and stinging tentacles to capture prey, and some species are bioluminescent.",0
"The squirrel is known for its bright colors, intelligence, and ability to mimic human speech.",0
The flamingo has a diet of omnivore.,0
"The tarantula has distinctive black and white stripes, which may help deter flies and provide camouflage.",0
The squirrel uses swimming/flying for locomotion.,0
"The tapir spends most of its day in water and has a barrel-shaped body with large, sharp teeth for defense.",0
The leopard is a mammal.,1
The gorilla has the atomic number of amphibian.,0
The penguin has a diet of carnivore.,1
The giant anteater has a diet of carnivore.,0
The whale is a mammal.,1
The gazelle has the atomic number of mollusk.,0
The porcupine has a habitat of various.,1
The cat uses walking for locomotion.,1
The ostrich has a habitat of grassland.,1
The leopard is nocturnal and has large cheek pouches to store and transport food.,0
The bat has the atomic number of bird.,0
There are no specific human uses for octopus.,1
The narwhal has a habitat of desert.,0
"The mongoose is known for its agility and ability to kill venomous snakes, and has a thick coat to protect against bites.",1
The rat has a habitat of urban/wild.,1
The salmon uses flying for locomotion.,0
The slug has long ears for detecting predators and strong hind legs for escaping.,0
The moose has a habitat of forest.,1
The kangaroo has a diet of herbivore.,1
"Human uses for bat include tourism, zoos.",0
"Human uses for giant anteater include tourism, zoos, meat, feathers.",0
"Human uses for beaver include tourism, zoos, meat.",0
The pigeon is a bird.,1
The armadillo uses walking for locomotion.,1
The hippopotamus has a diet of carnivore.,0
The lobster uses running for locomotion.,0
The rhinoceros has the atomic number of reptile.,0
The alpaca uses walking for locomotion.,1
The seahorse has the atomic number of mammal.,0
The rhinoceros has a habitat of grassland/forest.,1
The slug uses sliding for locomotion.,1
"The aardvark has a long, tubular snout, large ears, and a powerful digging ability to locate and consume termites and ants.",1
The chimpanzee has a diet of carnivore.,0
The flamingo uses drifting for locomotion.,0
The tiger has a habitat of forest.,1
The wolverine uses swimming for locomotion.,0
The hyena has a diet of herbivore.,0
The beaver has a diet of herbivore.,1
The crocodile is a reptile.,1
The rat has a long tail for balance and is an excellent climber and swimmer.,1
"The bat has a strong, foul-smelling spray for defense, which can be accurately aimed at predators.",0
"The vulture feeds primarily on carrion, and has a bald head to prevent bacteria build-up while feeding.",1
The narwhal is a mammal.,1
The deer uses flying for locomotion.,0
The squirrel uses walking/jumping for locomotion.,1
The deer has a diet of insectivore.,0
The jellyfish uses drifting for locomotion.,1
"The frog has permeable skin that can absorb water and respire oxygen, and changes color to blend with its environment.",1
The bee has a diet of herbivore.,0
The vulture has the atomic number of fish.,0
"Human uses for kangaroo include tourism, zoos, meat.",1
The giraffe is a mammal.,1
The dog uses knuckle-walking for locomotion.,0
The elephant has the atomic number of bird.,0
The rabbit has long ears for detecting predators and strong hind legs for escaping.,1
The hamster has a diet of herbivore.,0
The deer uses walking for locomotion.,1
The leopard has a diet of herbivore.,0
There are no specific human uses for giant anteater.,1
There are no specific human uses for jellyfish.,1
"The snake is the largest deer species and has broad, flat antlers that are shed and regrown annually.",0
The cassowary has a diet of omnivore.,1
"Human uses for peacock include research, conservation.",0
The hedgehog has a habitat of grassland.,0
The skunk has the atomic number of reptile.,0
"Human uses for wolverine include conservation, research, zoos.",0
The tortoise uses walking for locomotion.,1
The polar bear has thick white fur for insulation and black skin to absorb heat.,1
The cheetah can jump long distances and has a bushy tail for balance.,0
"The parrot has a long, spiral tusk, which is actually an elongated tooth, and can dive to great depths.",0
There are no specific human uses for tarantula.,0
"Human uses for dog include pets, service animals, herding, hunting, therapy.",1
The snake has a diet of carnivore.,1
The bat uses walking for locomotion.,0
"The kangaroo has a pouch for carrying and nursing its young, called joeys.",1
"Human uses for deer include meat, dairy products.",0
"The salmon has a hard exoskeleton, which it must molt to grow, and can live for over 50 years.",0
The bison uses walking for locomotion.,1
The llama has a habitat of mountain.,1
The sparrow is a bird.,1
The zebra has a diet of insectivore.,0
"Human uses for mongoose include tourism, research.",0
"The sparrow is a small, social bird that can be found in many urban environments.",1
The goat is a mammal.,1
The walrus uses walking for locomotion.,0
"Human uses for tortoise include pets, zoos.",1
The tapir has the atomic number of bird.,0
The chimpanzee has a diet of omnivore.,1
The manta ray has a habitat of farmland/domestic.,0
The pigeon has the atomic number of mammal.,0
The kangaroo is a mammal.,1
The raccoon has a diet of omnivore.,1
The chimpanzee has a habitat of mountain.,0
The alpaca is a mammal.,1
Thermo Fisher Scientific engages in the manufacture and sale of semiconductor products..,0
"Anheuser-Busch InBev engages in the exploration, production, refining, marketing and distribution of oil..",0
Meta Platforms has headquarters in United States.,1
Japan Post Holdings operates in the industry of Drugs & Biotechnology.,0
"Merck & Co. engages in the provision of health solutions through its prescription medicines, vaccines, biologic therapies, animal health, and consumer care products..",1
SK Hynix is an investment company that engages in the provision of value-added services and online advertising services..,0
"Enel engages in global investment banking, securities and investment management, which provides financial services..",0
Bank of Montreal has headquarters in Canada.,1
Morgan Stanley has headquarters in United States.,1
Cathay Financial operates in the industry of Chemicals.,0
Generali Group has headquarters in Switzerland.,0
AT&T operates in the industry of Trading Companies.,0
Poly Developments & Holdings Group has headquarters in China.,1
Ping An Insurance (Group) Company of China engages in the provision of financial products and services..,1
Sumitomo Mitsui Financial has headquarters in China.,0
Manulife operates in the industry of insurance.,1
"China Petroleum & Chemical engages in the exploration, development and production of crude oil and natural gas..",1
National Australia Bank operates in the industry of banking.,1
PepsiCo has headquarters in United States.,1
Lloyds Banking Group operates in the industry of banking.,1
Bayerische Motoren Werke (BMW) engages in the manufacture and sale of automobiles and motorcycles..,1
"Telefonica engages in the provision of communication, information and entertainment solutions..",1
BASF engages in the provision of chemical products..,1
KDDI operates in the industry of Materials.,0
Lowe's engages in the provision of telecommunication services..,0
KDDI has headquarters in India.,0
"Capital One engages in the provision of corporate and personal banking services, financial lease, assets custody services and conducting treasury business..",0
"BHP Group engages in the exploration, development, production, and processing of iron ore, metallurgical coal, and copper..",1
Charter Communications operates in the industry of Oil & Gas Operations.,0
Novartis operates in the industry of Banking.,0
Manulife has headquarters in Canada.,1
Citigroup has headquarters in United States.,1
Dow operates in the industry of chemicals.,1
Telefonica has headquarters in Spain.,1
BHP Group has headquarters in Canada.,0
JPMorgan Chase has headquarters in China.,0
Sberbank has headquarters in Russia.,1
Honda Motor operates in the industry of consumer durables.,1
ConocoPhillips has headquarters in United States.,1
"CITIC engages in the following business activities: housing construction, real estate development and investment, infrastructure construction and investment, prospecting and design, and overseas industries.",0
RBC operates in the industry of banking.,1
China Citic Bank operates in the industry of banking.,1
Itau Unibanco Holding has headquarters in Brazil.,1
VINCI operates in the industry of construction.,1
Petrobras has headquarters in Brazil.,1
Morgan Stanley has headquarters in South Korea.,0
Caterpillar operates in the industry of Trading Companies.,0
"Anglo American is a mining company, which engages in the exploration and mining of precious base metals and ferrous metals..",1
"Equinor is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries..",0
ENGIE engages in the provision of banking and financial services..,0
Deutsche Post operates in the industry of Consumer Durables.,0
Brookfield Asset Management has headquarters in United States.,0
Mercedes-Benz Group has headquarters in United States.,0
Enel operates in the industry of electricity & gas.,1
Wells Fargo operates in the industry of banking.,1
Munich Reinsurance operates in the industry of insurance.,1
Capital One has headquarters in India.,0
Telefonica has headquarters in France.,0
Shanghai Pudong Development Bank operates in the industry of Banking.,0
Hon Hai Precision operates in the industry of technology hardware & equipment.,1
"Morgan Stanley is a holding company, which engages in the provision of a portfolio of transportation, e-commerce, and business services..",0
Bank of China engages in the provision of banking and financial services..,1
America Movil engages in the provision of telecommunications services..,1
Alibaba Group operates in the industry of retailing.,1
Bank of Communications engages in the provision of banking and financial services..,1
Mitsubishi operates in the industry of Banking.,0
China Life Insurance has headquarters in China.,1
Sberbank has headquarters in France.,0
Walmart has headquarters in Taiwan.,0
Walgreens has headquarters in China.,0
"PepsiCo operates in the industry of food, drink & tobacco.",1
"Agricultural Bank of China operates in the industry of Food, Drink & Tobacco.",0
Walmart operates in the industry of retailing.,1
HDFC Bank operates in the industry of Banking.,0
Johnson & Johnson has headquarters in Hong Kong.,0
State Bank of India engages in the provision of commercial banking services..,1
"Novartis is a holding company, which engages in the development, manufacture, and marketing of healthcare products..",1
Lowe's has headquarters in United States.,1
UnitedHealth Group has headquarters in United States.,1
British American Tobacco has headquarters in United States.,1
Nestle operates in the industry of Banking.,0
Shell operates in the industry of oil & gas operations.,1
China Vanke engages in the development and sale of properties..,1
Sberbank operates in the industry of banking.,1
"Sumitomo Mitsui Financial engages in the ownership and operation of assets of its shareholder and clients with a focus on real estate, renewable power, infrastructure and private equity..",0
Deutsche Post operates in the industry of transportation.,1
PetroChina engages in the provision of innovative memory and storage solutions..,0
Costco Wholesale has headquarters in Russia.,0
Apple has headquarters in United States.,1
BNP Paribas has headquarters in China.,0
"Accenture engages in the provision of management consulting, technology, and outsourcing services..",1
Raytheon Technologies has headquarters in China.,0
Goldman Sachs Group is a holding company that engages in the provision of telecommunications media and technology service..,0
Volkswagen Group engages in the production and sale of passenger cars and light commercial vehicles..,1
HCA Healthcare has headquarters in United Kingdom.,0
Intesa Sanpaolo has headquarters in Italy.,1
Tokio Marine Holdings operates in the industry of Retailing.,0
Bank of Nova Scotia has headquarters in Canada.,1
"Santander is a banking services company, which engages in the provision of banking services to individuals, companies, and institutions..",1
"Deutsche Post engages in the design, manufacture, and sale of smartphones, personal computers, tablets, wearables and accessories, and other variety of related services..",0
General Motors operates in the industry of consumer durables.,1
Amazon.com operates in the industry of retailing.,1
GlaxoSmithKline is a holding company that engages in the provision of financial management solutions..,0
Costco Wholesale operates in the industry of retailing.,1
"Deere & Company engages in the manufacturing and distribution of equipment used in agriculture, construction, forestry, and turf care..",1
Mitsubishi engages in the provision of services utilizing the function of general trading..,1
"Westpac Banking is an investment holding company, which engages in the provision of life insurance..",0
Alibaba Group engages in providing online and mobile marketplaces in retail and wholesale trade..,1
Eni has headquarters in Italy.,1
Dow has headquarters in United States.,1
Mitsubishi UFJ Financial Group operates in the industry of Banking.,0
Cathay Financial has headquarters in Taiwan.,1
China Construction Bank operates in the industry of Telecommunications Services.,0
Prudential Financial operates in the industry of diversified financials.,1
Linde engages in the production and distribution of industrial gases..,1
United Parcel Service engages in the provision of telecommunication services..,0
"Broadcom is a global technology company, which designs, develops and supplies semiconductor and infrastructure software solutions..",1
American Express operates in the industry of Consumer Durables.,0
Postal Savings Bank of China operates in the industry of Consumer Durables.,0
"Sberbank engages in the provision of a range of property casualty insurance, life insurance, retirement products, and other financial services to commercial and individual customers..",0
Mitsubishi has headquarters in Japan.,1
Canadian Imperial Bank of Commerce operates in the industry of Materials.,0
Bank of Nova Scotia has headquarters in Taiwan.,0
Mercedes-Benz Group has headquarters in Germany.,1
U.S. Bancorp has headquarters in South Korea.,0
Roche Holding operates in the industry of drugs & biotechnology.,1
Rio Tinto operates in the industry of materials.,1
"Taiwan Semiconductor Manufacturing Company engages in the design, development, manufacture, and sale of fully electric vehicles, energy generation and storage systems..",0
Tencent Holdings has headquarters in China.,1
Capital One operates in the industry of banking.,1
MetLife engages in owning and operating of general merchandise stores..,0
Siemens operates in the industry of Oil & Gas Operations.,0
Hon Hai Precision has headquarters in Taiwan.,1
Mitsubishi operates in the industry of trading companies.,1
"China Shenhua Energy engages in the production and marketing of metal, mineral, and energy and agricultural commodities..",0
Procter & Gamble engages in the provision of branded consumer packaged goods..,1
SoftBank operates in the industry of telecommunications services.,1
Postal Savings Bank of China operates in the industry of banking.,1
"Moller - Maersk engages in shipping, energy, transportation, offshore drilling, and retail activities..",1
Wells Fargo has headquarters in Saudi Arabia.,0
"Charter Communications engages in the provision of financial products and services, including personal, commercial, corporate, and investment banking..",0
UBS Group is a holding company that engages in the provision of financial management solutions..,1
"Exxon Mobil engages in the exploration, development, and distribution of oil, gas, and petroleum products..",1
China Shenhua Energy operates in the industry of Transportation.,0
"Apple engages in the design, manufacture, and sale of smartphones, personal computers, tablets, wearables and accessories, and other variety of related services..",1
